#begin document (__); __
1	Wenn	Wenn	_	_	KOUS	_	_	4	4	CP	CP	_	_	_	_	_
2	er	er	_	_	PPER	_	3|Nom|Sg|Masc	4	4	SB	SB	_	_	_	_	_
3	vorbei	vorbei	_	_	ADV	_	_	4	4	MO	MO	_	_	_	_	_
4	kam	kommen	_	_	VVFIN	_	3|Sg|Past|Ind	6	6	MO	MO	_	_	_	_	_
5	,	_	_	_	$,	_	_	6	6	PUNC	PUNC	_	_	_	_	_
6	streckte	strecken	_	_	VVFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
7	er	er	_	_	PPER	_	3|Nom|Sg|Masc	6	6	SB	SB	_	_	_	_	_
8	ganz	ganz	_	_	ADV	_	_	9	9	MO	MO	_	_	_	_	_
9	von	von	_	_	APPR	_	_	6	6	MO	MO	_	_	_	_	_
10	selbst	selbst	_	_	ADV	_	_	9	9	NK	NK	_	_	_	_	_
11	seinen	sein	_	_	PPOSAT	_	Dat|Pl|Masc	9	9	NK	NK	_	_	_	_	_
12	langen	lang	_	_	ADJA	_	Pos|Acc|Sg|Masc	9	9	NK	NK	_	_	_	_	_
13	Rüssel	Rüssel	_	_	NN	_	3|Dat|Pl|*	9	9	NK	NK	_	_	_	_	_
14	durch	durch	_	_	APPR	_	_	21	21	MO	MO	_	_	_	_	_
15	das	der	_	_	ART	_	Acc|Sg|Neut	14	14	NK	NK	_	_	_	_	_
16	Fenster	Fenster	_	_	NN	_	Acc|Sg|Neut	14	14	NK	NK	_	_	_	_	_
17	um	um	_	_	APPR	_	_	14	14	MNR	MNR	_	_	_	_	_
18	den	der	_	_	ART	_	Acc|Sg|Masc	17	17	NK	NK	_	_	_	_	_
19	Leckerbissen	Leckerbissen	_	_	NN	_	Acc|Sg|Masc	17	17	NK	NK	_	_	_	_	_
20	zu	zu	_	_	PTKZU	_	_	21	21	PM	PM	_	_	_	_	_
21	erhalten	erhalten	_	_	VVINF	_	Inf	6	6	OC	OC	_	_	_	_	_
22	.	_	_	_	$.	_	_	6	6	PUNC	PUNC	_	_	_	_	_

1	Eines	Ein	_	_	ART	_	Gen|Sg|Masc	2	2	NK	NK	_	_	_	_	_
2	Tages	Tag	_	_	NN	_	Gen|Sg|Masc	4	4	MO	MO	_	_	_	_	_
3	aber	aber	_	_	ADV	_	_	4	4	MO	MO	_	_	_	_	_
4	war	sein	_	_	VAFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
5	der	der	_	_	ART	_	Nom|Sg|Masc	6	6	NK	NK	_	_	_	_	_
6	Schneider	Schneider	_	_	NN	_	Nom|Sg|Masc	4	4	SB	SB	_	_	_	_	_
7	schlecht	schlecht	_	_	ADJD	_	Pos	8	8	MO	MO	_	_	_	_	_
8	gelaunt	gelaunt	_	_	ADJD	_	Pos	4	4	PD	PD	_	_	_	_	_
9	.	_	_	_	$.	_	_	4	4	PUNC	PUNC	_	_	_	_	_

1	Als	Als	_	_	APPR	_	_	8	8	MO	MO	_	_	_	_	_
2	der	der	_	_	ART	_	Nom|Sg|Masc	1	1	NK	NK	_	_	_	_	_
3	Elefant	Elefant	_	_	NN	_	Nom|Sg|Masc	1	1	NK	NK	_	_	_	_	_
4	seinen	sein	_	_	PPOSAT	_	Acc|Sg|Masc	5	5	NK	NK	_	_	_	_	_
5	Rüssel	Rüssel	_	_	NN	_	Acc|Sg|Masc	1	1	AG	AG	_	_	_	_	_
6	zum	zu	_	_	APPRART	_	Dat|Sg|Masc	8	8	MO	MO	_	_	_	_	_
7	Fenster	Fenster	_	_	NN	_	Dat|Sg|Masc	6	6	NK	NK	_	_	_	_	_
8	hereinstreckte	hereinstrecken	_	_	VVFIN	_	3|Sg|Past|Ind	10	10	MO	MO	_	_	_	_	_
9	,	_	_	_	$,	_	_	10	10	PUNC	PUNC	_	_	_	_	_
10	stach	stach	_	_	VVFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
11	ihn	ihn	_	_	PPER	_	3|Acc|Sg|Masc	10	10	OA	OA	_	_	_	_	_
12	der	der	_	_	ART	_	Nom|Sg|Masc	13	13	NK	NK	_	_	_	_	_
13	Schneider	Schneider	_	_	NE	_	Nom|Sg|Masc	10	10	DA	DA	_	_	_	_	_
14	mit	mit	_	_	APPR	_	_	10	10	MO	MO	_	_	_	_	_
15	der	der	_	_	ART	_	Dat|Sg|Fem	14	14	NK	NK	_	_	_	_	_
16	Nadel	Nadel	_	_	NN	_	Dat|Sg|Fem	14	14	NK	NK	_	_	_	_	_
17	in	in	_	_	APPR	_	_	10	10	MO	MO	_	_	_	_	_
18	den	der	_	_	ART	_	Acc|Sg|Masc	17	17	NK	NK	_	_	_	_	_
19	Rüssel	Rüssel	_	_	NN	_	Acc|Sg|Masc	17	17	NK	NK	_	_	_	_	_
20	und	und	_	_	KON	_	_	10	10	CD	CD	_	_	_	_	_
21	sagte	sagen	_	_	VVFIN	_	3|Sg|Past|Ind	10	10	CJ	CJ	_	_	_	_	_
22	,	_	_	_	$,	_	_	21	21	PUNC	PUNC	_	_	_	_	_
23	er	er	_	_	PPER	_	3|Nom|Sg|Masc	24	24	SB	SB	_	_	_	_	_
24	solle	sollen	_	_	VMFIN	_	3|Sg|Pres|Subj	21	21	OC	OC	_	_	_	_	_
25	gehen	gehen	_	_	VVINF	_	Inf	24	24	OC	OC	_	_	_	_	_
26	,	_	_	_	$,	_	_	21	21	PUNC	PUNC	_	_	_	_	_
27	heute	heute	_	_	ADV	_	_	28	28	MO	MO	_	_	_	_	_
28	habe	haben	_	_	VAFIN	_	3|Sg|Pres|Subj	21	21	OC	OC	_	_	_	_	_
29	er	er	_	_	PPER	_	3|Nom|Sg|Masc	28	28	SB	SB	_	_	_	_	_
30	nichts	nichts	_	_	PIS	_	*|*|Neut	28	28	OA	OA	_	_	_	_	_
31	für	für	_	_	APPR	_	_	30	30	MNR	MNR	_	_	_	_	_
32	ihn	ihn	_	_	PPER	_	3|Acc|Sg|Masc	31	31	NK	NK	_	_	_	_	_
33	.	_	_	_	$.	_	_	10	10	PUNC	PUNC	_	_	_	_	_

1	Da	Da	_	_	ADV	_	_	2	2	MO	MO	_	_	_	_	_
2	zog	ziehen	_	_	VVFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
3	der	der	_	_	ART	_	Nom|Sg|Masc	4	4	NK	NK	_	_	_	_	_
4	Elefant	Elefant	_	_	NN	_	Nom|Sg|Masc	2	2	SB	SB	_	_	_	_	_
5	seinen	sein	_	_	PPOSAT	_	Acc|Sg|Masc	6	6	NK	NK	_	_	_	_	_
6	Rüssel	Rüssel	_	_	NN	_	Acc|Sg|Masc	2	2	DA	DA	_	_	_	_	_
7	zurück	zurück	_	_	PTKVZ	_	_	2	2	SVP	SVP	_	_	_	_	_
8	und	und	_	_	KON	_	_	2	2	CD	CD	_	_	_	_	_
9	ging	gehen	_	_	VVFIN	_	3|Sg|Past|Ind	2	2	CJ	CJ	_	_	_	_	_
10	ruhig	ruhig	_	_	ADJD	_	Pos	9	9	MO	MO	_	_	_	_	_
11	weiter	weiter	_	_	PTKVZ	_	_	9	9	SVP	SVP	_	_	_	_	_
12	,	_	_	_	$,	_	_	9	9	PUNC	PUNC	_	_	_	_	_
13	als	als	_	_	KOKOM	_	_	17	17	CM	CM	_	_	_	_	_
14	ob	ob	_	_	KOUS	_	_	17	17	CP	CP	_	_	_	_	_
15	nichts	nichts	_	_	PIS	_	*|*|Neut	17	17	SB	SB	_	_	_	_	_
16	geschehen	geschehen	_	_	VVPP	_	Psp	17	17	OC	OC	_	_	_	_	_
17	wäre	sein	_	_	VAFIN	_	3|Sg|Past|Subj	9	9	MO	MO	_	_	_	_	_
18	.	_	_	_	$.	_	_	2	2	PUNC	PUNC	_	_	_	_	_

1	Am	An	_	_	APPRART	_	_	4	4	MO	MO	_	_	_	_	_
2	Brunnen	Brunnen	_	_	NN	_	Pos|Gen|Sg|Masc	1	1	NK	NK	_	_	_	_	_
3	aber	aber	_	_	ADV	_	_	1	1	MO	MO	_	_	_	_	_
4	nahm	nehmen	_	_	VVFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
5	er	er	_	_	PPER	_	3|Nom|Sg|Masc	4	4	SB	SB	_	_	_	_	_
6	,	_	_	_	$,	_	_	4	4	PUNC	PUNC	_	_	_	_	_
7	nachdem	nachdem	_	_	KOUS	_	_	12	12	CP	CP	_	_	_	_	_
8	er	er	_	_	PPER	_	3|Nom|Sg|Masc	12	12	SB	SB	_	_	_	_	_
9	sich	sich	_	_	PRF	_	3|Acc|Sg	11	11	OA	OA	_	_	_	_	_
10	satt	satt	_	_	ADJD	_	Pos	11	11	MO	MO	_	_	_	_	_
11	getrunken	grinken	_	_	VVPP	_	Psp	12	12	OC	OC	_	_	_	_	_
12	hatte	haben	_	_	VAFIN	_	3|Sg|Past|Ind	4	4	MO	MO	_	_	_	_	_
13	,	_	_	_	$,	_	_	12	12	PUNC	PUNC	_	_	_	_	_
14	noch	noch	_	_	ADV	_	_	4	4	CD	CD	_	_	_	_	_
15	einen	ein	_	_	ART	_	Acc|Sg|Masc	16	16	NK	NK	_	_	_	_	_
16	Rüssel	Rüssel	_	_	NN	_	Acc|Sg|Masc	4	4	OA	OA	_	_	_	_	_
17	voll	voll	_	_	ADJD	_	Pos	4	4	MO	MO	_	_	_	_	_
18	Wasser	Wasser	_	_	NN	_	Acc|Sg|Neut	4	4	OA	OA	_	_	_	_	_
19	mit	mit	_	_	PTKVZ	_	_	4	4	SVP	SVP	_	_	_	_	_
20	.	_	_	_	$.	_	_	4	4	PUNC	PUNC	_	_	_	_	_

1	Als	Als	_	_	KOUS	_	_	9	9	CP	CP	_	_	_	_	_
2	er	er	_	_	PPER	_	3|Nom|Sg|Masc	9	9	SB	SB	_	_	_	_	_
3	nun	nun	_	_	ADV	_	_	9	9	MO	MO	_	_	_	_	_
4	an	an	_	_	APPR	_	_	9	9	MO	MO	_	_	_	_	_
5	das	der	_	_	ART	_	Acc|Sg|Neut	4	4	NK	NK	_	_	_	_	_
6	Haus	Haus	_	_	NN	_	Acc|Sg|Neut	4	4	NK	NK	_	_	_	_	_
7	des	der	_	_	ART	_	Gen|Sg|Masc	8	8	NK	NK	_	_	_	_	_
8	Schneiders	Schneider	_	_	NE	_	Gen|Sg|Masc	4	4	AG	AG	_	_	_	_	_
9	kam	kommen	_	_	VVFIN	_	3|Sg|Past|Ind	11	11	MO	MO	_	_	_	_	_
10	,	_	_	_	$,	_	_	11	11	PUNC	PUNC	_	_	_	_	_
11	streckte	strecken	_	_	VVFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
12	er	er	_	_	PPER	_	3|Nom|Sg|Masc	11	11	SB	SB	_	_	_	_	_
13	seinen	sein	_	_	PPOSAT	_	Acc|Sg|Masc	14	14	NK	NK	_	_	_	_	_
14	Kopf	Kopf	_	_	NN	_	Acc|Sg|Masc	11	11	DA	DA	_	_	_	_	_
15	zum	zu	_	_	APPRART	_	Dat|Sg|Masc	11	11	MO	MO	_	_	_	_	_
16	Fenster	Fenster	_	_	NN	_	Dat|Sg|Masc	15	15	NK	NK	_	_	_	_	_
17	hinein	hinein	_	_	PTKVZ	_	_	11	11	SVP	SVP	_	_	_	_	_
18	und	und	_	_	KON	_	_	11	11	CD	CD	_	_	_	_	_
19	bespritzte	bespritzen	_	_	VVFIN	_	3|Sg|Past|Ind	11	11	CJ	CJ	_	_	_	_	_
20	den	der	_	_	ART	_	Acc|Sg|Masc	21	21	NK	NK	_	_	_	_	_
21	Schneider	Schneider	_	_	NN	_	Acc|Sg|Masc	19	19	OA	OA	_	_	_	_	_
22	über	über	_	_	PTKVZ	_	_	19	19	MO	MO	_	_	_	_	_
23	und	und	_	_	KON	_	_	22	22	CD	CD	_	_	_	_	_
24	über	über	_	_	ADV	_	_	22	22	CJ	CJ	_	_	_	_	_
25	mit	mit	_	_	APPR	_	_	22	22	CJ	CJ	_	_	_	_	_
26	Wasser	Wasser	_	_	NN	_	Dat|Sg|Neut	25	25	NK	NK	_	_	_	_	_
27	,	_	_	_	$,	_	_	19	19	PUNC	PUNC	_	_	_	_	_
28	so	so	_	_	ADV	_	_	35	35	MO	MO	_	_	_	_	_
29	dass	dass	_	_	KOUS	_	_	35	35	CP	CP	_	_	_	_	_
30	der	der	_	_	ART	_	Nom|Sg|Masc	31	31	NK	NK	_	_	_	_	_
31	Schneider	Schneider	_	_	NE	_	Nom|Sg|Masc	35	35	SB	SB	_	_	_	_	_
32	im	in	_	_	APPRART	_	Dat|Sg|Masc	31	31	MNR	MNR	_	_	_	_	_
33	ersten	erster	_	_	ADJA	_	Pos|Dat|Sg|Masc	32	32	NK	NK	_	_	_	_	_
34	Augenblick	Augenblick	_	_	NN	_	Dat|Sg|Masc	32	32	NK	NK	_	_	_	_	_
35	meinte	meinen	_	_	VVFIN	_	3|Sg|Past|Ind	19	19	MO	MO	_	_	_	_	_
36	,	_	_	_	$,	_	_	35	35	PUNC	PUNC	_	_	_	_	_
37	er	er	_	_	PPER	_	3|Nom|Sg|Masc	38	38	SB	SB	_	_	_	_	_
38	müsse	müssen	_	_	VMFIN	_	3|Sg|Pres|Subj	35	35	OC	OC	_	_	_	_	_
39	ertrinken	ertrinken	_	_	VVINF	_	Inf	38	38	OC	OC	_	_	_	_	_
40	.	_	_	_	$.	_	_	11	11	PUNC	PUNC	_	_	_	_	_

1	Außerdem	Außerdem	_	_	PROAV	_	_	9	9	MO	MO	_	_	_	_	_
2	wurde	werden	_	_	VAFIN	_	3|Sg|Past|Ind	0	0	ROOT	ROOT	_	_	_	_	_
3	der	der	_	_	ART	_	Nom|Sg|Masc	5	5	NK	NK	_	_	_	_	_
4	arme	arm	_	_	ADJA	_	Pos|Nom|Sg|Masc	5	5	NK	NK	_	_	_	_	_
5	Schneider	Schneider	_	_	NE	_	Nom|Sg|Masc	2	2	SB	SB	_	_	_	_	_
6	von	von	_	_	APPR	_	_	9	9	SBP	SBP	_	_	_	_	_
7	allen	aller	_	_	PIAT	_	Dat|Pl|*	6	6	NK	NK	_	_	_	_	_
8	Leuten	Leute	_	_	NN	_	Dat|Pl|*	6	6	NK	NK	_	_	_	_	_
9	ausgelacht	ausgelacht	_	_	VVPP	_	Psp	2	2	OC	OC	_	_	_	_	_
10	,	_	_	_	$,	_	_	2	2	PUNC	PUNC	_	_	_	_	_
11	die	der	_	_	PRELS	_	Nom|Pl|*	13	13	OA	OA	_	_	_	_	_
12	es	es	_	_	PPER	_	3|Acc|Sg|Neut	13	13	OA	OA	_	_	_	_	_
13	sahen	sehen	_	_	VVFIN	_	3|Pl|Past|Ind	6	6	RC	RC	_	_	_	_	_
14	und	und	_	_	KON	_	_	13	13	CD	CD	_	_	_	_	_
15	hörten	hören	_	_	VVFIN	_	1|Pl|Past|Ind	13	13	CJ	CJ	_	_	_	_	_
16	.	_	_	_	$.	_	_	2	2	PUNC	PUNC	_	_	_	_	_
#end document
